title,article,category,price,availability,description,details,images,url
DDM-TRM-3Y-PLT-250N,,Лицензии DDM,0,Наличие:В наличии,"Описание Audinate Dante Domain Manager (DDM) – полноценное решение для управления комплексными системами на основе Dante. DDM-TRM-3Y-PLT-250N — лицензия DDM Platinum Edition (250 нод + 50 доменов) – 3 года. Включает план техподдержки и обслуживания на 3 года. Функции API для расширенных возможностей управления : создавайте средства автоматизации и расширяйте возможности управления сетями Dante AV-over-IP с помощью продуктов сторонних производителей. Мощные инструменты администрирования : различные уровни доступа пользователей и поддержка работы с Active Directory и LDAP обеспечивают защищенную идентификацию и расширенный контроль над управлением системой. Поддержка маршрутизируемых сетей : создавайте домены, которые будут оптимизированы под ваши требования эксплуатации, вне зависимости от сетевой инфраструктуры. Информативный журнал учета и функция поиска : лог о работе системы обеспечивает вывод детализированного отчёта для аудита с возможностью поиска по параметрам. Настраиваемая информационная панель : интуитивно понятная информационная панель с виджетами обеспечивает отображение различных параметров системы в реальном времени, среди которых – информация о синхронизации и установке соединений между устройствами, служебная информация и уведомления об изменениях в конфигурации. Защищенное зашифрованное администрирование и конфигурация устройств : поддержка HTTPS и передача зашифрованного трафика управления системой обеспечивает безопасный обмен данными между DDM сервером, DDM веб-интерфейсом и сетью Dante. Адаптивный пользовательский веб-интерфейс : доступ к Dante Domain Manager с любого персонального компьютера или мобильного устройства Удаленный мониторинг (только версия Platinum) : поддержка SNMP позволяет отследить состояние работы системы в любое время и из любого места. Автоматическое обнаружение : Dante Domain Manager поддерживает обнаружение устройств / сервера как в маршрутизируемых, так и в независимых сетях. Настраиваемая синхронизация : если необходимо, вы можете назначить определенное устройство Dante для работы в качестве мастер-генератора синхросигнала в подсети – или просто позвольте Dante Domain Manager выполнить назначение автоматически. Простое обновление: при наличии новой версии Dante Domain Manager на панели управления появится уведомление, и вы сможете установить новую версию прямо из пользовательского интерфейса. Резервная копия и восстановление : ваша конфигурация Dante Domain Manager может быть сохранена и восстановлена из копии при новой установке. Поддержка виртуальных серверов : Dante Domain Manager может работать на виртуальных машинах в дата-центрах. Резервирование (только версия Platinum): поддержка функции резервного сервера обеспечивает автоматическое переключение в случае проблем с основным сервером. Интуитивно понятное управление доменами : пользовательский интерфейс Dante Domain Manager позволяет легко группировать устройства в домены методом перетаскивания, а также осуществлять импорт настроек крупных сетей через загрузку конфигурационного файла. Программное обеспечение Dante Domain Manager обеспечивает беспрецедентный уровень безопасности, управления и возможностей масштабирования при работе с сетевым аудио. При помощи Dante Domain Manager интеграторы могут создавать группы AV-устройств, которые могут быть определены по принципу отдельных комнат, зданий или пространств. Каждая группа представляет собой независимый домен Dante, который может включать в себя устройства из различных подсетей. Dante Domain Manager обеспечивает надежную защиту для работы IT департаментов и AV-менеджеров и включает идентификацию пользователей и зашифрованный трафик управления системой, администрирование с использованием различных уровней доступа, а также интеграцию с Active Directory. Системные специалисты получают полный мониторинг работы системы, удобные настраиваемые панели информации, логи, уведомления и поддержку SNMP. Dante Domain Manager – это приложение, которое работает на персональных компьютерах и серверных системах. Клиентское приложение имеет интуитивно понятный пользовательский веб-интерфейс и работает как на персональных компьютерах, так и на мобильных устройствах. API для расширенных возможностей управления Официальный API безопасен, прост в использовании и позволяет пользователям, интеграторам и разработчикам ПО писать код для интеграции Dante в сторонние продукты, такие как сенсорные панели, веб-интерфейсы, решения Help Desk, программные системы управления и другие. API, построенный на современном и эффективном языке API-запросов GraphQL, работает с учётными записями DDM любого продукта с Dante версии 4.0 и выше, не требует предварительной настройки Dante-устройств. Создавайте интерфейсы для панелей управления, которые переконфигурируют домены или переключают видеоисточники. Добавляйте в веб-интерфейсы кнопки, мгновенно активирующие пресет маршрутизации Dante. Отображайте состояние Dante-траффика в инструментарии сетевого мониторинга. Пишите сценарии, выполняющие сложные последовательности маршрутизации Dante-потоков. Безопасность и контроль Для компаний, которые предъявляют высокие требования к сетевой безопасности, программное обеспечение Dante Domain Manager предлагает глубокий контроль над доступом, защищенный веб-интерфейс для администрирования и поддержку идентификации пользователей через Active Directory. Настраиваемые роли пользователей позволяют установить определенные права доступа к сети Dante, а также к элементам управления в этой сети. Это готовое решение для администрирования, которое включает уровни администраторов сети, администраторов домена, операторов устройств и гостей, которые могут только видеть устройства без возможности внесения изменений. Система имеет журнал учета событий, который работает в режиме реального времени. Каждый пользователь может иметь разные роли в каждом домене или использовать «роль по умолчанию» при простом администрировании. Гибкость и масштабирование Dante Domain Manager помогает внедрить синхронизированные Dante сети в комплексные управляемые IP-среды. Это означает, что крупные и сложные сетевые топологии, которые используются в школах и университетах, коммерческих и корпоративных учреждениях, объектах транспортной инфраструктуры и развлекательных центрах могут быть объединены в единую AV систему, которая будет иметь низкую задержку при передаче медиаданных и гибкие возможности маршрутизации сигналов с централизованным управлением. Комплексные сети могут быть логически поделены на домены с независимым доступом и управлением. Dante Domain Manager является беспрецедентным сетевым инструментом, который упрощает постоянно усложняющийся IT-мир. Наглядность и администрирование Панель управления Dante Domain Manager отображает данные о работе системы и её компонентов в реальном времени. Эти данные включают информацию о доступе к системе, уведомления о работе устройств и сервера, статус работы доменов и сервисную информацию. Каждый пользователь может полностью сконфигурировать отображение элементов на экране под свои требования. Отдельный журнал событий выводит информацию обо всех действиях пользователей. Благодаря этому вы всегда можете провести детальный аудит работы системы. Вы можете осуществлять поиск по конкретным событиям и использовать дополнительные фильтры по типу, дате, времени и отдельным пользователям. Различные опции лицензирования Программное обеспечение Dante Domain Manager доступно в двух видах: Gold и Platinum. Gold Версия ПО Dante Domain Manager Gold Edition включает функции идентификации пользователей, создания и управления доменами, администрирования устройств, маршрутизации аудио между подсетями, конфигурируемые панели управления, различные уровни доступа, системные уведомления, HTTPS и детализированный аудит системы. Базовые версии Gold Edition поддерживают от 20 до 40 доменов и от 100 до 200 устройств. Это отличное решение для инсталляций средних масштабов в корпоративной среде, где требуется, например, управление конференц-залами и общественными пространствами. Platinum Версия Platinum Edition включает все возможности Gold плюс поддержку SNMP и возможности резервирования систем для самых требовательных инсталляций. Базовые версии Platinum Edition поддерживают от 50 до 100 доменов и от 250 до 500 устройств и позволяют управлять сложными, комплексными системами больших масштабов, которые могут включать множество устройств и пользователей, которые расположены в нескольких зданиях с многочисленными помещениями. Матрица функций Функция Gold Platinum Создание и управление доменами √ √ Работа доменов с подсетями √ √ Панель управления и уведомления √ √ Детализированный лог о работе системы √ √ Автоматическое определение Dante устройств √ √ Адаптивный веб-интерфейс √ √ Назначение пользователей и управление уровнем доступа √ √ Поддержка виртуальных серверов √ √ Резервное копирование и восстановление системы √ √ Защищенный зашифрованный трафик с данными управления √ √ Маршрутизация аудио между доменами √ √ Индивидуальные настройки отображения информации √ √ Интеграция с LDAP и Active Directory √ √ Резервирование системы х √ Уведомления SNMP х √ ВНИМАНИЕ! С 1 ноября 2023 года все версии лицензий DDM являются срочными с возможностью продления (3 или 5 лет). Во все лицензии включен план технической поддержки и обслуживания на весь срок действия лицензии. Количество устройств и доменов любой версии срочной лицензии может быть расширено с помощью приобретения дополнительных пакетов с соответствующим сроком действия. Лицензия версии Silver упразднена. Лицензии, приобретенные ранее 1 ноября 2023 года, продолжат работать в прежнем режиме. ВИДЫ ЛИЦЕНЗИЙ Артикул Версия Поддержка устройств и доменов Срок лицензии DDM-TRM-3Y-GLD-100N Gold 100 устройств + 20 доменов 3 года DDM-TRM-5Y-GLD-100N 100 устройств + 20 доменов 5 лет DDM-TRM-3Y-GLD-150N 150 устройств + 30 доменов 3 года DDM-TRM-5Y-GLD-150N 150 устройств + 30 доменов 5 лет DDM-TRM-3Y-GLD-200N 200 устройств + 40 доменов 3 года DDM-TRM-5Y-GLD-200N 200 устройств + 40 доменов 5 лет DDM-TRM-3Y-PLT-250N Platinum 250 устройств + 50 доменов 3 года DDM-TRM-5Y-PLT-250N 250 устройств + 50 доменов 5 лет DDM-TRM-3Y-PLT-350N 350 устройств + 70 доменов 3 года DDM-TRM-5Y-PLT-350N 350 устройств + 70 доменов 5 лет DDM-TRM-3Y-PLT-500N 500 устройств + 100 доменов 3 года DDM-TRM-5Y-PLT-500N 500 устройств + 100 доменов 5 лет Внимание: производитель оставляет за собой право изменить всю информация в этом документе без предварительного уведомления.",Производитель: Audinate | Наименование: <h3>DDM-TRM-3Y-PLT-250N</h3> | Партномер: <h3>DDM-TRM-3Y-PLT-250N</h3>,https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-250n-1.png; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-250n-2.png; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-250n-3.jpg; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-250n-4.png; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-250n-5.jpg; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-250n-2-550x196.png; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-250n-3-550x296.jpg; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-250n-4-550x386.png; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-250n-5-550x309.jpg,https://risbar.kz/product/ddm-trm-3y-plt-250n/
DDM-TRM-3Y-PLT-350N,,Лицензии DDM,0,Наличие:В наличии,"Описание Audinate Dante Domain Manager – полноценное решение для управления комплексными системами на основе Dante. DDM-TRM-3Y-PLT-350N — лицензия DDM Platinum Edition (350 нод + 70 доменов) – 3 года. Включает план техподдержки и обслуживания на 3 года. Функции API для расширенных возможностей управления : создавайте средства автоматизации и расширяйте возможности управления сетями Dante AV-over-IP с помощью продуктов сторонних производителей. Мощные инструменты администрировани я: различные уровни доступа пользователей и поддержка работы с Active Directory и LDAP обеспечивают защищенную идентификацию и расширенный контроль над управлением системой. Поддержка маршрутизируемых сетей : создавайте домены, которые будут оптимизированы под ваши требования эксплуатации, вне зависимости от сетевой инфраструктуры. Информативный журнал учета и функция поиска : лог о работе системы обеспечивает вывод детализированного отчёта для аудита с возможностью поиска по параметрам. Настраиваемая информационная панель : интуитивно понятная информационная панель с виджетами обеспечивает отображение различных параметров системы в реальном времени, среди которых – информация о синхронизации и установке соединений между устройствами, служебная информация и уведомления об изменениях в конфигурации. Защищенное зашифрованное администрирование и конфигурация устройств : поддержка HTTPS и передача зашифрованного трафика управления системой обеспечивает безопасный обмен данными между DDM сервером, DDM веб-интерфейсом и сетью Dante. Адаптивный пользовательский веб-интерфейс : доступ к Dante Domain Manager с любого персонального компьютера или мобильного устройства Удаленный мониторинг (только версия Platinum) : поддержка SNMP позволяет отследить состояние работы системы в любое время и из любого места. Автоматическое обнаружение : Dante Domain Manager поддерживает обнаружение устройств / сервера как в маршрутизируемых, так и в независимых сетях. Настраиваемая синхронизация : если необходимо, вы можете назначить определенное устройство Dante для работы в качестве мастер-генератора синхросигнала в подсети – или просто позвольте Dante Domain Manager выполнить назначение автоматически. Простое обновление: при наличии новой версии Dante Domain Manager на панели управления появится уведомление, и вы сможете установить новую версию прямо из пользовательского интерфейса. Резервная копия и восстановление : ваша конфигурация Dante Domain Manager может быть сохранена и восстановлена из копии при новой установке. Поддержка виртуальных серверов : Dante Domain Manager может работать на виртуальных машинах в дата-центрах. Резервирование (только версия Platinum): поддержка функции резервного сервера обеспечивает автоматическое переключение в случае проблем с основным сервером. Интуитивно понятное управление доменами : пользовательский интерфейс Dante Domain Manager позволяет легко группировать устройства в домены методом перетаскивания, а также осуществлять импорт настроек крупных сетей через загрузку конфигурационного файла. Программное обеспечение Dante Domain Manager обеспечивает беспрецедентный уровень безопасности, управления и возможностей масштабирования при работе с сетевым аудио. При помощи Dante Domain Manager интеграторы могут создавать группы AV-устройств, которые могут быть определены по принципу отдельных комнат, зданий или пространств. Каждая группа представляет собой независимый домен Dante, который может включать в себя устройства из различных подсетей. Dante Domain Manager обеспечивает надежную защиту для работы IT департаментов и AV-менеджеров и включает идентификацию пользователей и зашифрованный трафик управления системой, администрирование с использованием различных уровней доступа, а также интеграцию с Active Directory. Системные специалисты получают полный мониторинг работы системы, удобные настраиваемые панели информации, логи, уведомления и поддержку SNMP. Dante Domain Manager – это приложение, которое работает на персональных компьютерах и серверных системах. Клиентское приложение имеет интуитивно понятный пользовательский веб-интерфейс и работает как на персональных компьютерах, так и на мобильных устройствах. API для расширенных возможностей управления Официальный API безопасен, прост в использовании и позволяет пользователям, интеграторам и разработчикам ПО писать код для интеграции Dante в сторонние продукты, такие как сенсорные панели, веб-интерфейсы, решения Help Desk, программные системы управления и другие. API, построенный на современном и эффективном языке API-запросов GraphQL, работает с учётными записями DDM любого продукта с Dante версии 4.0 и выше, не требует предварительной настройки Dante-устройств. Создавайте интерфейсы для панелей управления, которые переконфигурируют домены или переключают видеоисточники. Добавляйте в веб-интерфейсы кнопки, мгновенно активирующие пресет маршрутизации Dante. Отображайте состояние Dante-траффика в инструментарии сетевого мониторинга. Пишите сценарии, выполняющие сложные последовательности маршрутизации Dante-потоков. Безопасность и контроль Для компаний, которые предъявляют высокие требования к сетевой безопасности, программное обеспечение Dante Domain Manager предлагает глубокий контроль над доступом, защищенный веб-интерфейс для администрирования и поддержку идентификации пользователей через Active Directory. Настраиваемые роли пользователей позволяют установить определенные права доступа к сети Dante, а также к элементам управления в этой сети. Это готовое решение для администрирования, которое включает уровни администраторов сети, администраторов домена, операторов устройств и гостей, которые могут только видеть устройства без возможности внесения изменений. Система имеет журнал учета событий, который работает в режиме реального времени. Каждый пользователь может иметь разные роли в каждом домене или использовать «роль по умолчанию» при простом администрировании. Гибкость и масштабирование Dante Domain Manager помогает внедрить синхронизированные Dante сети в комплексные управляемые IP-среды. Это означает, что крупные и сложные сетевые топологии, которые используются в школах и университетах, коммерческих и корпоративных учреждениях, объектах транспортной инфраструктуры и развлекательных центрах могут быть объединены в единую AV систему, которая будет иметь низкую задержку при передаче медиаданных и гибкие возможности маршрутизации сигналов с централизованным управлением. Комплексные сети могут быть логически поделены на домены с независимым доступом и управлением. Dante Domain Manager является беспрецедентным сетевым инструментом, который упрощает постоянно усложняющийся IT-мир. Наглядность и администрирование Панель управления Dante Domain Manager отображает данные о работе системы и её компонентов в реальном времени. Эти данные включают информацию о доступе к системе, уведомления о работе устройств и сервера, статус работы доменов и сервисную информацию. Каждый пользователь может полностью сконфигурировать отображение элементов на экране под свои требования. Отдельный журнал событий выводит информацию обо всех действиях пользователей. Благодаря этому вы всегда можете провести детальный аудит работы системы. Вы можете осуществлять поиск по конкретным событиям и использовать дополнительные фильтры по типу, дате, времени и отдельным пользователям. Различные опции лицензирования Программное обеспечение Dante Domain Manager доступно в двух видах: Gold и Platinum. Gold Версия ПО Dante Domain Manager Gold Edition включает функции идентификации пользователей, создания и управления доменами, администрирования устройств, маршрутизации аудио между подсетями, конфигурируемые панели управления, различные уровни доступа, системные уведомления, HTTPS и детализированный аудит системы. Базовые версии Gold Edition поддерживают от 20 до 40 доменов и от 100 до 200 устройств. Это отличное решение для инсталляций средних масштабов в корпоративной среде, где требуется, например, управление конференц-залами и общественными пространствами. Platinum Версия Platinum Edition включает все возможности Gold плюс поддержку SNMP и возможности резервирования систем для самых требовательных инсталляций. Базовые версии Platinum Edition поддерживают от 50 до 100 доменов и от 250 до 500 устройств и позволяют управлять сложными, комплексными системами больших масштабов, которые могут включать множество устройств и пользователей, которые расположены в нескольких зданиях с многочисленными помещениями. Матрица функций Функция Gold Platinum Создание и управление доменами √ √ Работа доменов с подсетями √ √ Панель управления и уведомления √ √ Детализированный лог о работе системы √ √ Автоматическое определение Dante устройств √ √ Адаптивный веб-интерфейс √ √ Назначение пользователей и управление уровнем доступа √ √ Поддержка виртуальных серверов √ √ Резервное копирование и восстановление системы √ √ Защищенный зашифрованный трафик с данными управления √ √ Маршрутизация аудио между доменами √ √ Индивидуальные настройки отображения информации √ √ Интеграция с LDAP и Active Directory √ √ Резервирование системы х √ Уведомления SNMP х √ ВНИМАНИЕ! С 1 ноября 2023 года все версии лицензий DDM являются срочными с возможностью продления (3 или 5 лет). Во все лицензии включен план технической поддержки и обслуживания на весь срок действия лицензии. Количество устройств и доменов любой версии срочной лицензии может быть расширено с помощью приобретения дополнительных пакетов с соответствующим сроком действия. Лицензия версии Silver упразднена. Лицензии, приобретенные ранее 1 ноября 2023 года, продолжат работать в прежнем режиме. ВИДЫ ЛИЦЕНЗИЙ Артикул Версия Поддержка устройств и доменов Срок лицензии DDM-TRM-3Y-GLD-100N Gold 100 устройств + 20 доменов 3 года DDM-TRM-5Y-GLD-100N 100 устройств + 20 доменов 5 лет DDM-TRM-3Y-GLD-150N 150 устройств + 30 доменов 3 года DDM-TRM-5Y-GLD-150N 150 устройств + 30 доменов 5 лет DDM-TRM-3Y-GLD-200N 200 устройств + 40 доменов 3 года DDM-TRM-5Y-GLD-200N 200 устройств + 40 доменов 5 лет DDM-TRM-3Y-PLT-250N Platinum 250 устройств + 50 доменов 3 года DDM-TRM-5Y-PLT-250N 250 устройств + 50 доменов 5 лет DDM-TRM-3Y-PLT-350N 350 устройств + 70 доменов 3 года DDM-TRM-5Y-PLT-350N 350 устройств + 70 доменов 5 лет DDM-TRM-3Y-PLT-500N 500 устройств + 100 доменов 3 года DDM-TRM-5Y-PLT-500N 500 устройств + 100 доменов 5 лет Внимание: производитель оставляет за собой право изменить всю информация в этом документе без предварительного уведомления.",Производитель: Audinate | Наименование: <h3>DDM-TRM-3Y-PLT-350N</h3> | Партномер: <h3>DDM-TRM-3Y-PLT-350N</h3>,https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-350n-1.png; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-350n-2.png; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-350n-3.jpg; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-350n-4.png; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-350n-5.jpg; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-350n-2-550x196.png; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-350n-3-550x296.jpg; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-350n-4-550x386.png; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-350n-5-550x309.jpg,https://risbar.kz/product/ddm-trm-3y-plt-350n/
DDM-TRM-3Y-PLT-500N,,Лицензии DDM,0,Наличие:В наличии,"Описание Audinate Dante Domain Manager – полноценное решение для управления комплексными системами на основе Dante. DDM-TRM-3Y-PLT-500N — лицензия DDM Platinum Edition (500 нод + 100 доменов) – 3 года. Включает план техподдержки и обслуживания на 3 года. Функции API для расширенных возможностей управления : создавайте средства автоматизации и расширяйте возможности управления сетями Dante AV-over-IP с помощью продуктов сторонних производителей. Мощные инструменты администрировани я: различные уровни доступа пользователей и поддержка работы с Active Directory и LDAP обеспечивают защищенную идентификацию и расширенный контроль над управлением системой. Поддержка маршрутизируемых сетей : создавайте домены, которые будут оптимизированы под ваши требования эксплуатации, вне зависимости от сетевой инфраструктуры. Информативный журнал учета и функция поиска : лог о работе системы обеспечивает вывод детализированного отчёта для аудита с возможностью поиска по параметрам. Настраиваемая информационная панель : интуитивно понятная информационная панель с виджетами обеспечивает отображение различных параметров системы в реальном времени, среди которых – информация о синхронизации и установке соединений между устройствами, служебная информация и уведомления об изменениях в конфигурации. Защищенное зашифрованное администрирование и конфигурация устройств : поддержка HTTPS и передача зашифрованного трафика управления системой обеспечивает безопасный обмен данными между DDM сервером, DDM веб-интерфейсом и сетью Dante. Адаптивный пользовательский веб-интерфейс : доступ к Dante Domain Manager с любого персонального компьютера или мобильного устройства Удаленный мониторинг (только версия Platinum) : поддержка SNMP позволяет отследить состояние работы системы в любое время и из любого места. Автоматическое обнаружение : Dante Domain Manager поддерживает обнаружение устройств / сервера как в маршрутизируемых, так и в независимых сетях. Настраиваемая синхронизация : если необходимо, вы можете назначить определенное устройство Dante для работы в качестве мастер-генератора синхросигнала в подсети – или просто позвольте Dante Domain Manager выполнить назначение автоматически. Простое обновление: при наличии новой версии Dante Domain Manager на панели управления появится уведомление, и вы сможете установить новую версию прямо из пользовательского интерфейса. Резервная копия и восстановление : ваша конфигурация Dante Domain Manager может быть сохранена и восстановлена из копии при новой установке. Поддержка виртуальных серверов : Dante Domain Manager может работать на виртуальных машинах в дата-центрах. Резервирование (только версия Platinum): поддержка функции резервного сервера обеспечивает автоматическое переключение в случае проблем с основным сервером. Интуитивно понятное управление доменами : пользовательский интерфейс Dante Domain Manager позволяет легко группировать устройства в домены методом перетаскивания, а также осуществлять импорт настроек крупных сетей через загрузку конфигурационного файла. Программное обеспечение Dante Domain Manager обеспечивает беспрецедентный уровень безопасности, управления и возможностей масштабирования при работе с сетевым аудио. При помощи Dante Domain Manager интеграторы могут создавать группы AV-устройств, которые могут быть определены по принципу отдельных комнат, зданий или пространств. Каждая группа представляет собой независимый домен Dante, который может включать в себя устройства из различных подсетей. Dante Domain Manager обеспечивает надежную защиту для работы IT департаментов и AV-менеджеров и включает идентификацию пользователей и зашифрованный трафик управления системой, администрирование с использованием различных уровней доступа, а также интеграцию с Active Directory. Системные специалисты получают полный мониторинг работы системы, удобные настраиваемые панели информации, логи, уведомления и поддержку SNMP. Dante Domain Manager – это приложение, которое работает на персональных компьютерах и серверных системах. Клиентское приложение имеет интуитивно понятный пользовательский веб-интерфейс и работает как на персональных компьютерах, так и на мобильных устройствах. API для расширенных возможностей управления Официальный API безопасен, прост в использовании и позволяет пользователям, интеграторам и разработчикам ПО писать код для интеграции Dante в сторонние продукты, такие как сенсорные панели, веб-интерфейсы, решения Help Desk, программные системы управления и другие. API, построенный на современном и эффективном языке API-запросов GraphQL, работает с учётными записями DDM любого продукта с Dante версии 4.0 и выше, не требует предварительной настройки Dante-устройств. Создавайте интерфейсы для панелей управления, которые переконфигурируют домены или переключают видеоисточники. Добавляйте в веб-интерфейсы кнопки, мгновенно активирующие пресет маршрутизации Dante. Отображайте состояние Dante-траффика в инструментарии сетевого мониторинга. Пишите сценарии, выполняющие сложные последовательности маршрутизации Dante-потоков. Безопасность и контроль Для компаний, которые предъявляют высокие требования к сетевой безопасности, программное обеспечение Dante Domain Manager предлагает глубокий контроль над доступом, защищенный веб-интерфейс для администрирования и поддержку идентификации пользователей через Active Directory. Настраиваемые роли пользователей позволяют установить определенные права доступа к сети Dante, а также к элементам управления в этой сети. Это готовое решение для администрирования, которое включает уровни администраторов сети, администраторов домена, операторов устройств и гостей, которые могут только видеть устройства без возможности внесения изменений. Система имеет журнал учета событий, который работает в режиме реального времени. Каждый пользователь может иметь разные роли в каждом домене или использовать «роль по умолчанию» при простом администрировании. Гибкость и масштабирование Dante Domain Manager помогает внедрить синхронизированные Dante сети в комплексные управляемые IP-среды. Это означает, что крупные и сложные сетевые топологии, которые используются в школах и университетах, коммерческих и корпоративных учреждениях, объектах транспортной инфраструктуры и развлекательных центрах могут быть объединены в единую AV систему, которая будет иметь низкую задержку при передаче медиаданных и гибкие возможности маршрутизации сигналов с централизованным управлением. Комплексные сети могут быть логически поделены на домены с независимым доступом и управлением. Dante Domain Manager является беспрецедентным сетевым инструментом, который упрощает постоянно усложняющийся IT-мир. Наглядность и администрирование Панель управления Dante Domain Manager отображает данные о работе системы и её компонентов в реальном времени. Эти данные включают информацию о доступе к системе, уведомления о работе устройств и сервера, статус работы доменов и сервисную информацию. Каждый пользователь может полностью сконфигурировать отображение элементов на экране под свои требования. Отдельный журнал событий выводит информацию обо всех действиях пользователей. Благодаря этому вы всегда можете провести детальный аудит работы системы. Вы можете осуществлять поиск по конкретным событиям и использовать дополнительные фильтры по типу, дате, времени и отдельным пользователям. Различные опции лицензирования Программное обеспечение Dante Domain Manager доступно в двух видах: Gold и Platinum. Gold Версия ПО Dante Domain Manager Gold Edition включает функции идентификации пользователей, создания и управления доменами, администрирования устройств, маршрутизации аудио между подсетями, конфигурируемые панели управления, различные уровни доступа, системные уведомления, HTTPS и детализированный аудит системы. Базовые версии Gold Edition поддерживают от 20 до 40 доменов и от 100 до 200 устройств. Это отличное решение для инсталляций средних масштабов в корпоративной среде, где требуется, например, управление конференц-залами и общественными пространствами. Platinum Версия Platinum Edition включает все возможности Gold плюс поддержку SNMP и возможности резервирования систем для самых требовательных инсталляций. Базовые версии Platinum Edition поддерживают от 50 до 100 доменов и от 250 до 500 устройств и позволяют управлять сложными, комплексными системами больших масштабов, которые могут включать множество устройств и пользователей, которые расположены в нескольких зданиях с многочисленными помещениями. Матрица функций Функция Gold Platinum Создание и управление доменами √ √ Работа доменов с подсетями √ √ Панель управления и уведомления √ √ Детализированный лог о работе системы √ √ Автоматическое определение Dante устройств √ √ Адаптивный веб-интерфейс √ √ Назначение пользователей и управление уровнем доступа √ √ Поддержка виртуальных серверов √ √ Резервное копирование и восстановление системы √ √ Защищенный зашифрованный трафик с данными управления √ √ Маршрутизация аудио между доменами √ √ Индивидуальные настройки отображения информации √ √ Интеграция с LDAP и Active Directory √ √ Резервирование системы х √ Уведомления SNMP х √ ВНИМАНИЕ! С 1 ноября 2023 года все версии лицензий DDM являются срочными с возможностью продления (3 или 5 лет). Во все лицензии включен план технической поддержки и обслуживания на весь срок действия лицензии. Количество устройств и доменов любой версии срочной лицензии может быть расширено с помощью приобретения дополнительных пакетов с соответствующим сроком действия. Лицензия версии Silver упразднена. Лицензии, приобретенные ранее 1 ноября 2023 года, продолжат работать в прежнем режиме. ВИДЫ ЛИЦЕНЗИЙ Артикул Версия Поддержка устройств и доменов Срок лицензии DDM-TRM-3Y-GLD-100N Gold 100 устройств + 20 доменов 3 года DDM-TRM-5Y-GLD-100N 100 устройств + 20 доменов 5 лет DDM-TRM-3Y-GLD-150N 150 устройств + 30 доменов 3 года DDM-TRM-5Y-GLD-150N 150 устройств + 30 доменов 5 лет DDM-TRM-3Y-GLD-200N 200 устройств + 40 доменов 3 года DDM-TRM-5Y-GLD-200N 200 устройств + 40 доменов 5 лет DDM-TRM-3Y-PLT-250N Platinum 250 устройств + 50 доменов 3 года DDM-TRM-5Y-PLT-250N 250 устройств + 50 доменов 5 лет DDM-TRM-3Y-PLT-350N 350 устройств + 70 доменов 3 года DDM-TRM-5Y-PLT-350N 350 устройств + 70 доменов 5 лет DDM-TRM-3Y-PLT-500N 500 устройств + 100 доменов 3 года DDM-TRM-5Y-PLT-500N 500 устройств + 100 доменов 5 лет Внимание: производитель оставляет за собой право изменить всю информация в этом документе без предварительного уведомления.",Производитель: Audinate | Наименование: <h3>DDM-TRM-3Y-PLT-500N</h3> | Партномер: <h3>DDM-TRM-3Y-PLT-500N</h3>,https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-500n-1.png; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-500n-2.png; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-500n-3.jpg; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-500n-4.png; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-500n-5.jpg; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-500n-2-550x196.png; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-500n-3-550x296.jpg; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-500n-4-550x386.png; https://risbar.kz/wp-content/uploads/product/ddm-trm-3y-plt-500n-5-550x309.jpg,https://risbar.kz/product/ddm-trm-3y-plt-500n/
