title,article,category,price,availability,description,details,images,url
AMP300,,Платформа Innes,0,Наличие:В наличии,"Описание Ключевые характеристики: Android OS 9 Qeedji USB-C (Alt Mode Display Port) и видеовыход HDMI Выходная мощность USB-C 15 Вт Power over Ethernet (PoE, PoE+) Программирование сна экрана (CEC, MCCS) 802.1x LAN и WLAN security Multi-page PDF и MS- Powerpoint Reader Green IT: энергопотребление 4 Вт Бесшумный (без вентилятора) Медиаплеер Innes AMP300 предназначен для использования в сетях Digital Signage с интерактивными приложениями или без. Этот медиаплеер с низким энергопотреблением поддерживает большинство распространенных медиа форматов без необходимости конвертации, и это с качеством Full HD. AMP300 можно подключить к монитору через кабель HDMI или USB-C. Звук доступен через HDMI, USB-C или Bluetooth. Возможны несколько конфигураций подключения устройства: Конфигурация #1 — USB-C + Wifi — AMP300 питается от дисплея. Дисплей питается от сети. — Дисплей получает свой видеосигнал через USB-C. — Сетевое подключение — Wi-Fi. Конфигурация #2 — USB-C + Ethernet PoE+ — AMP300 питается от PoE+. — Дисплей питается от AMP300 через — USB-C. Дисплей получает свой видеосигнал через USB-C. — Сетевое подключение — Ethernet. Конфигурация #3 — HDMI + Ethernet PoE — AMP300 питается от PoE. — Дисплей питается от сети. — Дисплей получает свой видеосигнал через HDMI. — Сетевое подключение — Ethernet. Чертеж","Производитель: Innes | Наименование: <h3>AMP300</h3> | Поддерживаемые форматы: Image: WEBP, JPEG, PNG, GIF, SVGVideo: MPEG2, WMV, H264 1080pSlideshow: PDF, MS-PowerpointText: plain text, rich text HTML5Audio: MP3, AAC, MPEG1 Layer 2Font: TTF, OTF, WOFFWeb: HTML5, RSS | Протоколы: H265 2160p60, H264 2160p24, MPEG2/VC1/VP9 1080p | Ядро: CPU: iMX8 Quad SoC | Интерфейсы: 1x USB-C Power Delivery, Data, Alt Mode DP <br>1x USB-C Power Delivery, Data<br>1x HDMI<br>1x Power Supply USB-C input <br>1x RJ45 | Хранилище: SD карта: 16GB в комплекте | Операционная система: AOSP Qeedji System | Совместимость с ПО: WebView или приложение Innes | Поддерживаемые разрешения: Portrait, Landscape <br>96×96~1920×1080 | Аудио выход: USB-C <br>HDMI<br>Bluetooth Audio | Видео выход: 1x HDMI 1.4<br>1x USB-C (Alt Mode Display Port) | Сеть: Ethernet 10/100 BaseT WiFi 5 со встроенной антенной<br>Bluetooth Low Energy (BLE 5) | Рабочая температура: Температура: 0~40°C | Масса: 0,143 кг | Размеры (Ш х В х Г), мм: 60×151,5×21 мм | Входы: Видеовход: 1x HDMI 1.4 | Выходы: ""Аудиовыход: Jack 3,5 R+L стереоВидеовыход: 1x HDMI 2.0"" | Сетевые интерфейсы: 1x Ethernet 10/100/1000 BaseT | Питание: 12В | Размеры (Ш × В × Г) , мм: 191x139x40 мм | Вес, кг: 0,7 кг | Условия эксплуатации: Температура : 0~45°C | Гарантия: 3 года",https://risbar.kz/wp-content/uploads/product/amp300-1.JPG,https://risbar.kz/product/amp300/
DMB400-SSD128,,Платформа Innes,0,Наличие:В наличии,"Описание Основные характеристики: Ultra HD, H265 / H264 Предустановленные ОС Gekkota и eLinux Веб-приложение, совместимое с HTML5 Поддержка многостраничных PDF-файлов и презентаций MS PowerPoint Экологичность: потребление 11 Вт Бесшумный (пассивное охлаждение) Независимые каналы для аудио- и видеоконтента Разъем для замка Кенсингтон Встроенный SSD-диск объемом 128 Гб Доступные варианты: DMB400-SSD16 16 Гб DMB400W-SSD16 16 Гб, WLAN DMB400-SSD128 128 Гб DMB400-SSD128 128 Гб, WLAN DMB400-SSD128 ― идеальный медиаплеер Digital Signage для корпоративного применения. Медиаплеер в прочном корпусе обладает низким энергопотреблением и поддерживает большинство распространенных медиаформатов с качеством Ultra HD: изображения, видео, текст, PDF, htlm5 и PowerPoint. Весь контент может быть автоматически загружен из сети или с USB-накопителя записанного определенным образом DMB400-SSD128 можно подключить к монитору Full HD или Ultra HD по HDMI-кабелю. Звук доступен в стерео-режиме через разъем 3,5 мм или по HDMI. Модель DMB400-SSD128 имеет встроенный SSD-диск объемом 128 Гб. Блок-схема","Производитель: Innes | Наименование: <h3>DMB400-SSD128</h3> | Партномер: <h3>3700568106295</h3> | Изображение: JPEG, PNG, GIF, SVG | Видео: H265 2160p60, H264 2160p24, MPEG2/VC1/VP9 1080p | Текст: Простой текст, форматированный текст HTML5 | Аудио: MPEG1 L2, MP3, AAC, AC3 | Шрифты: TTF, OTF, WOFF | Веб: HTML5, RSS, WGT | Слайд-шоу: PDF, MS-Powerpoint | Протоколы передачи данных AV: HTTP(S), DASH MPEG, UDP, RTP, RTSP | Процессор CPU: Quad core ARM 1.2 ГГц | Процессор GPU: Mali™-400 1.6 Гпиксели/сек | Хранилище: SSD mSata 128 Гб | ОС: Gekkota + eLinux | Совместимость: HTML5 Веб-приложение | Поддерживаемое разрешение: ""96×96 ~ 3840×2160Ориентация: Альбом / Портрет"" | Интерфейсы подключения: ""1x USB 2.0,1x USB 3.0,1x Jack 3,5 для GPIO или ИК,1x RS232 DTE"". | Входы: Видеовход: 1x HDMI 1.4 | Выходы: ""Аудиовыход: Jack 3,5 R+L стереоВидеовыход: 1x HDMI 2.0"" | Сетевые интерфейсы: 1x Ethernet 10/100/1000 BaseT | Питание: 12В | Размеры (Ш × В × Г) , мм: 191x139x40 мм | Вес, кг: 0,7 кг | Условия эксплуатации: Температура : 0~45°C | Гарантия: 3 года",https://risbar.kz/wp-content/uploads/product/dmb400-ssd128-1.jpg,https://risbar.kz/product/dmb400-ssd128/
DMB400W-SSD128,,Платформа Innes,0,Наличие:В наличии,"Описание Основные характеристики: Ultra HD, H265 / H264 Предустановленные ОС Gekkota и eLinux Веб-приложение, совместимое с HTML5 Поддержка многостраничных PDF-файлов и презентаций MS PowerPoint Экологичность: потребление 11 Вт Бесшумный (пассивное охлаждение) Независимые каналы для аудио- и видеоконтента Разъем для замка Кенсингтон Встроенный накопитель объемом 128 Гб Поддержка WiFi Доступные варианты: DMB400-SSD16 16 Гб DMB400W-SSD16 16 Гб, WLAN DMB400-SSD128 128 Гб DMB400-SSD128 128 Гб, WLAN DMB400W-SSD128 ― идеальный медиаплеер Digital Signage для корпоративного применения. Медиаплеер в прочном корпусе обладает низким энергопотреблением и поддерживает большинство распространенных медиаформатов с качеством Ultra HD: изображения, видео, текст, PDF, htlm5 и PowerPoint. Весь контент может быть автоматически загружен из сети или с USB-накопителя записанного определенным образом. DMB400 можно подключить к монитору Full HD или Ultra HD по HDMI-кабелю. Звук доступен в стерео-режиме через разъем 3,5 мм или по HDMI.. Модель DMB400W-SSD128 имеет встроенный SSD-диск объемом 128 Гб и поддерживает.WiFi.. Блок-схема","Производитель: Innes | Наименование: <h3>DMB400W-SSD128</h3> | Партномер: <h3>3700568107124</h3> | Изображение: JPEG, PNG, GIF, SVG | Видео: H265 2160p60, H264 2160p24, MPEG2/VC1/VP9 1080p | Текст: Простой текст, форматированный текст HTML5 | Аудио: MPEG1 L2, MP3, AAC, AC3 | Шрифты: TTF, OTF, WOFF | Веб: HTML5, RSS, WGT | Слайд-шоу: PDF, MS-Powerpoint | Протоколы передачи данных AV: HTTP(S), DASH MPEG, UDP, RTP, RTSP | Процессор CPU: Quad core ARM 1.2 ГГц | Процессор GPU: Mali™-400 1.6 Гпиксели/сек | Хранилище: SSD mSata 128 Гб | ОС: Gekkota + eLinux | Совместимость: HTML5 Веб-приложение | Поддерживаемое разрешение: ""96×96 ~ 3840×2160Ориентация: Альбом / Портрет"" | Интерфейсы подключения: ""1x USB 2.0,1x USB 3.0,1x Jack 3,5 для GPIO или ИК,1x RS232 DTE"". | Входы: Видеовход: 1x HDMI 1.4 | Выходы: ""Аудиовыход: Jack 3,5 R+L стереоВидеовыход: 1x HDMI 2.0"" | Сетевые интерфейсы: 1x Ethernet 10/100/1000 BaseT WLAN | Питание: 12В | Размеры (Ш × В × Г) , мм: 191x139x40 мм | Вес, кг: 0,7 кг | Условия эксплуатации: Температура : 0~45°C | Гарантия: 3 года",https://risbar.kz/wp-content/uploads/product/dmb400w-ssd128-1.jpg,https://risbar.kz/product/dmb400w-ssd128/
DMB400W-SSD16,,Платформа Innes,0,Наличие:В наличии,"Описание Основные характеристики: Ultra HD, H265 / H264 Предустановленные ОС Gekkota и eLinux Веб-приложение, совместимое с HTML5 Поддержка многостраничных PDF-файлов и презентаций MS PowerPoint Экологичность: потребление 11 Вт Бесшумный (пассивное охлаждение) Независимые каналы для аудио- и видеоконтента Разъем для замка Кенсингтон Встроенный накопитель объемом 16 Гб Поддержка WiFi Доступные варианты: DMB400-SSD16 16 Гб DMB400W-SSD16 16 Гб, WLAN DMB400-SSD128 128 Гб DMB400-SSD128 128 Гб, WLAN DMB400 ― идеальный медиаплеер Digital Signage для корпоративного применения. Медиаплеер в прочном корпусе обладает низким энергопотреблением и поддерживает большинство распространенных медиаформатов с качеством Ultra HD: изображения, видео, текст, PDF, htlm5 и PowerPoint. Весь контент может быть автоматически загружен из сети или с USB-накопителя записанного определенным образом DMB400 можно подключить к монитору Full HD или Ultra HD по HDMI-кабелю. Звук доступен в стерео-режиме через разъем 3,5 мм или по HDMI. Модель DMB400W-SSD16 имеет встроенный SSD-диск объемом 16 Гб и поддерживает.WiFi. Блок-схема","Производитель: Innes | Наименование: <h3>DMB400W-SSD16</h3> | Партномер: <h3>3700568107117</h3> | Изображение: JPEG, PNG, GIF, SVG | Видео: H265 2160p60, H264 2160p24, MPEG2/VC1/VP9 1080p | Текст: Простой текст, форматированный текст HTML5 | Аудио: MPEG1 L2, MP3, AAC, AC3 | Шрифты: TTF, OTF, WOFF | Веб: HTML5, RSS, WGT | Слайд-шоу: PDF, MS-Powerpoint | Протоколы передачи данных AV: HTTP(S), DASH MPEG, UDP, RTP, RTSP | Процессор CPU: Quad core ARM 1.2 ГГц | Процессор GPU: Mali™-400 1.6 Гпиксели/сек | Хранилище: SSD mSata 16 Гб | ОС: Gekkota + eLinux | Совместимость: HTML5 Веб-приложение | Поддерживаемое разрешение: ""96×96 ~ 3840×2160Ориентация: Альбом / Портрет"" | Интерфейсы подключения: ""1x USB 2.0,1x USB 3.0,1x Jack 3,5 для GPIO или ИК,1x RS232 DTE"". | Входы: Видеовход: 1x HDMI 1.4 | Выходы: ""Аудиовыход: Jack 3,5 R+L стереоВидеовыход: 1x HDMI 2.0"" | Сетевые интерфейсы: 1x Ethernet 10/100/1000 BaseT WLAN | Питание: 12В | Размеры (Ш × В × Г) , мм: 191x139x40 мм | Вес, кг: 0,7 кг | Условия эксплуатации: Температура : 0~45°C | Гарантия: 3 года",https://risbar.kz/wp-content/uploads/product/dmb400w-ssd16-1.jpg,https://risbar.kz/product/dmb400w-ssd16/
