title,article,category,price,availability,description,details,images,url
HSA620,,Светодиодный диско-шар,0,Наличие:В наличии,"Описание Источник питания: адаптер (вход AC 100-240 В, 50/60 Гц; выход 12 В, 4 А) Потребляемая мощность: 45 Вт Источник света: 3×10 Вт (R1, G1, B1) светодиодов Срок службы: 60.000 часов Угол раскрытия: 150° Панель управления: цифровой дисплей + 4 кнопки Режим управления: DMX512, звуковая активация, Авто, ведущий-ведомый Каналы DMX: 9 каналов Степень защиты: IP20 DMX-разъём: 2 х Rj45 (вход и выход) Диммер: 0-100% линейная регулировка яркости Стробоскоп: до 20 вспышек в секунду Рабочая температура: до 40 °C Материал: огнестойкий ABS пластик, белый корпус Размер монтажного отверстия: 210 мм круг, запотолочное монтажное пространство: 230 мм Размеры: 210×176×265 мм Масса: 1,3 кг Особенности: яркий светодиодный источник света, конденсорная линза. Контроль температуры эффективно снижает уровень шума при работе и продлевает срок службы вентилятора и источника света. Может крепиться к потолку с помощью крепления SRM601.",Производитель: NightSun,https://risbar.kz/wp-content/uploads/product/hsa620-1.png; https://risbar.kz/wp-content/uploads/product/hsa620-2.png; https://risbar.kz/wp-content/uploads/product/hsa620-3.png; https://risbar.kz/wp-content/uploads/product/hsa620-2-550x158.png; https://risbar.kz/wp-content/uploads/product/hsa620-3-550x319.png,https://risbar.kz/product/hsa620/
