title,article,category,price,availability,description,details,images,url
F330 follow spot,,Прожектор следящего света (FollowSpot),0,Наличие:В наличии,Описание Light Sky F330 follow spot — следящий прожектор на лампе OSRAM SIRIUS HRI 330Вт Фотометрия Чертеж,Производитель: Light Sky | Наименование: <h3>F330 follow spot</h3> | Партномер: <h3>F330 follow spot</h3>,https://risbar.kz/wp-content/uploads/product/f330-follow-spot-1.webp; https://risbar.kz/wp-content/uploads/product/f330-follow-spot-2.webp; https://risbar.kz/wp-content/uploads/product/f330-follow-spot-3.webp; https://risbar.kz/wp-content/uploads/product/f330-follow-spot-4.webp; https://risbar.kz/wp-content/uploads/product/f330-follow-spot-2-550x550.webp; https://risbar.kz/wp-content/uploads/product/f330-follow-spot-3-550x550.webp; https://risbar.kz/wp-content/uploads/product/f330-follow-spot-4-550x550.webp,https://risbar.kz/product/f330-follow-spot/
F450 follow spot,,Прожектор следящего света (FollowSpot),0,Наличие:В наличии,"Описание Light Sky F450 follow spot — прожектор следящего света на лампе OSRAM SIRIUS HRI 440 Вт, сопоставимой по мощности светового потока с традиционной газоразрядной лампой 3000 Вт. Фотометрия Чертеж","Производитель: Light Sky | Наименование: <h3>F450 follow spot</h3> | Партномер: <h3>F450 follow spot</h3> | Источник света: Лампа OSRAM SIRIUS HRI 440 Вт (в комплекте). | Ожидаемый срок службы лампы: 1200 часов. | Цветовая температура: Регулируется вручную от 3200 до 7600К. | Угол раскрытия луча: от 4°до 12°. | Светофильтры: 5 сменных светофильтра, включая CTB и один открытый. | Фроаст: Линейный: 7°-21°. | Профилирующие шторки: Есть | Ручная регулировка диафрагмы: Есть | Ручная регулировка линейного диммера: от 0 до 100%. | Ручная регулировка фокуса: Есть | Ручное управление Pan/Tilt: PAN: 360°.<br> TILT: 90°.<br> | Корпус: Металлический алюминиевый. | Ручки управления: По боковым сторонам прибора для удобства управления находится четыре металлических ручки с антискользящим покрытием. | Крепление: Прожектор оснащен лирой для крепления на стойку | Разъем питания: PowerCON. | Кнопка включения/выключения: Есть | Внешний предохранитель: Есть | В комплекте: Металлическая стойка с элеваторным механизмом регулировки высоты. | Потребляемая мощность, Вт: 500 Вт. | Вес, кг: 22,5 кг. | Габариты, мм: 866х400х404 мм.",https://risbar.kz/wp-content/uploads/product/f450-follow-spot-1.webp; https://risbar.kz/wp-content/uploads/product/f450-follow-spot-2.webp; https://risbar.kz/wp-content/uploads/product/f450-follow-spot-3.webp; https://risbar.kz/wp-content/uploads/product/f450-follow-spot-4.webp; https://risbar.kz/wp-content/uploads/product/f450-follow-spot-2-550x550.webp; https://risbar.kz/wp-content/uploads/product/f450-follow-spot-3-550x550.webp; https://risbar.kz/wp-content/uploads/product/f450-follow-spot-4-550x550.webp,https://risbar.kz/product/f450-follow-spot/
