title,article,category,price,availability,description,details,images,url
17AIVM,,Выдвижные мониторы с фиксированным углом наклона,0,Наличие:В наличии,"Описание Вручную выдвигаемый монитор 17,3″ Full HD Фиксированный угол наклона в 34° Совместимость с HDCP Простая установка 17AIVM – вручную поднимаемый из горизонтального положения 17-дюймовый Full HD монитор, предназначенный для встраивания в мебель. Корпус монитора и пластина управления выполнены из нержавеющей стали с порошковым покрытием. Монитор имеет DVI-I и DVI-D HDCP-совместимые входы. Наклон монитора в рабочем положении составляет 34 градуса. Фиксированный угол наклона обеспечивает продуманную эргономику для просмотра экрана. Видеомониторы Albiral Interpreter идеально подходят для установки в конференц-залах и кабинах переводчиков, где с помощью монитора используется эффективнее пространство. По желанию заказчика мониторы Albiral можно оснастить сенсорным экраном, добавить протокол RS-232 для удаленной настройки, управления и диагностики дисплея, встроить кнопку в крышку кнопку для включения / выключения, позволяя быстро запускать устройство одним нажатием кнопки. Примечание: предыдущее название модели 170MC01DVI.","Производитель: Albiral | Наименование: <h3>17AIVM</h3> | Тип дисплея: FULL HD 17,3” TFT Active Matrix<br>Светодиодная подсветка | Корпус: Порошковое покрытие. Монитор с наклоном 34°, предназначен для встраивания в стол в конференц-зале | Управление: Цифровое | Яркость: 400 кд/м<sup>2</sup> | Контрастность: 600:1 | Разрешение: 1920(h) x 1080(v) | Размер пикселя: 0,1989(h) x 0,1989(v) мм | Угол просмотра: 60º/80º (верх/низ)<br>80º/80º (лево/право) | Зона просмотра: 381.888(h)x 214.812(v) мм | Продолжительность работы светодиодов: 50.000 часов | Отклик: Tr 37 мс, Tf 3 мс | Вход данных: DVI-I (1 вход), HDCP-совместимость<br>DVI-D (1 вход), HDCP-совместимость | Внешний источник питания: 100-240 В переменного тока, 47/63Гц<br>12 В постоянного тока, 6,5 А | Мощность: 55 Вт | Рабочая температура: +0°C ~+40°C | Опция: TS170HD – сенсорный экран <br>RS-232 – управление RS-232<br>SSB – кнопка On/Off <br>OOB – кнопка выбора источника",https://risbar.kz/wp-content/uploads/product/17aivm-1.jpg,https://risbar.kz/product/17aivm/
