title,article,category,price,availability,description,details,images,url
BC-100T,,Конференц-системы Mipro,0,Наличие:В наличии,"Описание Mipro BC-100T – беспроводная UHF база для конференц-микрофонов на гибкой шее MM-206 / MM-205 / MM-204. Может работать как на радиочастоте, так и по микрофонному кабелю. Встроенный радиопередатчик ACT-32TC Аналоговая FM-модуляция Частотный диапазон 518-542 МГц Совместимость с приёмниками серии ACT-300/500","Производитель: Mipro | Наименование: <h3>BC-100T</h3> | Партномер: <h3>630018</h3> | Встроенный передатчик: ACT-32TC (UHF, аналоговая модуляция) | Совместимый приёмник: Серия ACT-300/500 | Микрофон с гусиной шеей: Совместим с MM-206L, MM-205L, MM-204L | Входной разъем: 4-контактный разъем XLR | Выходной разъем: Балансный XLR Male | Кнопка переключения режимов: Механический переключатель PUSH-HOLD со светодиодным индикатором состояния | Питание микрофона: Фантомное питание 24 – 48 В | Питание передатчика: Один литий-ионный аккумулятор ICR 18500 | Цвет: Черный | Размеры: 100 × 78 × 150 мм (Ш × В × Г) | Вес: Около 710 г",https://risbar.kz/wp-content/uploads/product/bc-100t-1.png,https://risbar.kz/product/bc-100t/
