title,article,category,price,availability,description,details,images,url
CUB-33,,Микрофоны Dante/USB,0,Наличие:В наличии,"Описание Настольный USB-микрофон CUB-33 от Clockaudio разработан для проведения удалённых видеоконференций. Это первый USB-микрофон Clockaudio, который отлично подойдет как для профессионалов, работающих дома или в офисе, или для стримеров, геймеров и даже ведущих подкастов. Микрофон поставляется с гибкой стойкой типа «гусиная шея» популярной серии C3 и ёмкостным сенсорным экраном, отображающим уровень громкости. Преимущества: •Настольный USB-микрофон Совместимость с приложением Zoom для собраний Полная совместимо с ОС Windows и MacOS Питание от шины USB Низкий уровень шума Регулировка чувствительности Сенсорный LCD -дисплей с регулируемой RGB-подсветкой, отображающей уровень громкости Несколько режимов работы кнопки Mute/ Push to Mute Прочный металлический корпус Kensington замок","Производитель: ClockAudio | Наименование: <h3>CUB-33</h3> | Тип: Конденсаторный (обратно-электретный) | Диаграмма направленности: Кардиоидная | Частотный диапазон: 50 Гц — 18 КГц | Чувствительность: -37 дБ +/- 3 дБ при 1 КГц (0дБ = 1 В/Па) / Регулируемая | Тип подключения: USB микрофон | Прилагаемые аксессуары: Кабель USB, ветрозащита W2 | Цвет: Черный | Длина: 300мм",https://risbar.kz/wp-content/uploads/product/cub-33-1.jpg; https://risbar.kz/wp-content/uploads/product/cub-33-2.jpg; https://risbar.kz/wp-content/uploads/product/cub-33-3.jpg; https://risbar.kz/wp-content/uploads/product/cub-33-4.jpg; https://risbar.kz/wp-content/uploads/product/cub-33-5.jpg; https://risbar.kz/wp-content/uploads/product/cub-33-6.jpg; https://risbar.kz/wp-content/uploads/product/cub-33-7.jpg; https://risbar.kz/wp-content/uploads/product/cub-33-8.jpg; https://risbar.kz/wp-content/uploads/product/cub-33-9.jpg; https://risbar.kz/wp-content/uploads/product/cub-33-2-550x366.jpg; https://risbar.kz/wp-content/uploads/product/cub-33-3-550x366.jpg; https://risbar.kz/wp-content/uploads/product/cub-33-4-550x366.jpg; https://risbar.kz/wp-content/uploads/product/cub-33-5-550x366.jpg; https://risbar.kz/wp-content/uploads/product/cub-33-6-550x366.jpg; https://risbar.kz/wp-content/uploads/product/cub-33-7-550x366.jpg; https://risbar.kz/wp-content/uploads/product/cub-33-8-550x366.jpg; https://risbar.kz/wp-content/uploads/product/cub-33-9-550x370.jpg,https://risbar.kz/product/cub-33/
